id,url,name,age,role,compensation,source_excerpt,created_at,gender
3879,https://www.sec.gov/Archives/edgar/data/102109/000110465924083141/tm2420184d1_def14a.htm,Harvey B. Grossblatt,77,"President and Chief Executive Officer, Director",0,"Harvey B. Grossblatt was Chief Financial Officer of the Company from 1983 until August 2004, Secretary and Treasurer of the Company from 1988 until August 2004, Chief Operating Officer of the Company from April 2003 through August 2004, and Chief Executive Officer since August 2004. ... During the Company’s fiscal year ended March 31, 2024, Mr. Grossblatt, the Company’s president and chief executive officer, received no additional compensation for serving as a director.",2025-05-16 16:34:34.675026,male
3880,https://www.sec.gov/Archives/edgar/data/102109/000110465924083141/tm2420184d1_def14a.htm,"Ronald A. Seff, M.D.",74,Independent Director,10000,"Ronald A. Seff, M.D. has been in the private practice of ophthalmology since 1977. ... Dr. Seff serves on the Audit and Compensation Committees of the Company ... The members of the Audit Committee during the fiscal year ended March 31, 2024 were Mr. Bormel (Chairman), Dr. Seff and Mr. Luskin. ... The Board’s Compensation Committee consists of Mr. Luskin (Chairman), Dr. Seff and Mr. Bormel ... During the Company’s fiscal year ended March 31, 2024, each outside director was entitled to a $10,000 annual fee for annual service as a director. ... The following table summarizes the compensation paid to directors for the fiscal year ended March 31, 2024: Ronald A. Seff, M.D. $10,000 total.",2025-05-16 16:34:34.675026,male
3881,https://www.sec.gov/Archives/edgar/data/102212/000010221225000009/usvp-20250313.htm,Todd S. Benning,64,"Director, Chair of the Audit Committee",96610,"Todd S. Benning has over forty years of experience in public accounting and is a Principal of DunlapSLK, PC, a full-service certified public accounting firm located in Chalfont, Pennsylvania, where he serves in the firm’s Accounting Services Department. ... Todd S. Benning serves as Chair of the Audit Committee. ... The following table shows compensation received by non-employee Directors for the year ended December 31, 2024: Todd S. Benning Fees Earned or Paid in Cash ($) 59,100 Restricted Stock Units ($) 37,510 Total ($) 96,610.",2025-05-16 16:34:35.426854,male
3882,https://www.sec.gov/Archives/edgar/data/102212/000010221225000009/usvp-20250313.htm,Martin P. Connor,60,Director,86110,"Martin P. Connor has served as the Chief Financial Officer of Toll Brothers, Inc. ... Mr. Connor qualifies as an audit committee financial expert. ... Board of Director Committees as of February 7, 2025: Martin P. Connor Audit X, Compensation X. ... The following table shows compensation received by non-employee Directors for the year ended December 31, 2024: Martin P. Connor Fees Earned or Paid in Cash ($) 48,600 Restricted Stock Units ($) 37,510 Total ($) 86,110.",2025-05-16 16:34:35.426854,male
3883,https://www.sec.gov/Archives/edgar/data/102212/000010221225000009/usvp-20250313.htm,Jeffrey M. Schweitzer,51,"Chairman, President and Chief Executive Officer",0,"Jeffrey M. Schweitzer currently serves as Chair of the Board, President and Chief Executive Officer of the Corporation and Chair of the Board and Chief Executive Officer of the Bank. ... The Chairman serves as a member of the Executive Committee, the Enterprise-Wide Risk Management Committee, the Community Reinvestment Act Committee, and the Trust Committee, and participates in other committees of the Board of Directors in an advisory manner.",2025-05-16 16:34:35.426854,male
3884,https://www.sec.gov/Archives/edgar/data/102212/000010221225000009/usvp-20250313.htm,Michael L. Turner,68,Director,95485,"Michael L. Turner has been a partner in the law firm of Marshall, Dennehey, Warner, Coleman & Goggin since 2007, and currently serves on the firm’s Diversity, Equity and Inclusion Committee. ... Board of Director Committees as of February 7, 2025: Michael L. Turner Nominating and Governance X, Enterprise-Wide Risk Management X. ... The following table shows compensation received by non-employee Directors for the year ended December 31, 2024: Michael L. Turner Fees Earned or Paid in Cash ($) 57,975 Restricted Stock Units ($) 37,510 Total ($) 95,485.",2025-05-16 16:34:35.426854,male
3885,https://www.sec.gov/Archives/edgar/data/102212/000010221225000009/usvp-20250313.htm,Joseph P. Beebe,66,"Lead Independent Director, Chair of the Compensation Committee",117902,"Joseph P. Beebe currently serves as Lead Independent Director of the Board, a position he assumed in 2024. ... Board of Director Committees as of February 7, 2025: Joseph P. Beebe Compensation Chair, Executive X. ... The following table shows compensation received by non-employee Directors for the year ended December 31, 2024: Joseph P. Beebe Fees Earned or Paid in Cash ($) 80,392 Restricted Stock Units ($) 37,510 Total ($) 117,902.",2025-05-16 16:34:35.426854,male
3886,https://www.sec.gov/Archives/edgar/data/102212/000010221225000009/usvp-20250313.htm,Natalye Paquin,64,"Director, Chair of the Community Reinvestment Act Committee",92360,"Natalye Paquin has served as the Chief Operating Officer of The Rockefeller Foundation since 2022. ... Board of Director Committees as of February 7, 2025: Natalye Paquin Chair Community Reinvestment Act. ... The following table shows compensation received by non-employee Directors for the year ended December 31, 2024: Natalye Paquin Fees Earned or Paid in Cash ($) 54,850 Restricted Stock Units ($) 37,510 Total ($) 92,360.",2025-05-16 16:34:35.426854,female
3887,https://www.sec.gov/Archives/edgar/data/102212/000010221225000009/usvp-20250313.htm,Anne Vazquez,44,Director,70710,"Anne Vazquez is currently a General Partner at NewSpring Capital, LLC. ... Board of Director Committees as of February 7, 2025: Anne Vazquez no committee memberships. ... The following table shows compensation received by non-employee Directors for the year ended December 31, 2024: Anne Vazquez Fees Earned or Paid in Cash ($) 33,200 Restricted Stock Units ($) 37,510 Total ($) 70,710.",2025-05-16 16:34:35.426854,female
3888,https://www.sec.gov/Archives/edgar/data/102212/000010221225000009/usvp-20250313.htm,Robert C. Wonderling,63,Director,87360,"Robert C. Wonderling has served since 2022 as the Executive Director of the American Bible Society's Faith and Liberty Initiative. ... Board of Director Committees as of February 7, 2025: Robert C. Wonderling Compensation X, Nominating and Governance X. ... The following table shows compensation received by non-employee Directors for the year ended December 31, 2024: Robert C. Wonderling Fees Earned or Paid in Cash ($) 49,850 Restricted Stock Units ($) 37,510 Total ($) 87,360.",2025-05-16 16:34:35.426854,male
3889,https://www.sec.gov/Archives/edgar/data/102212/000010221225000009/usvp-20250313.htm,Charles H. Zimmerman,66,"Director, Chair of the Nominating and Governance Committee",103360,"Charles H. Zimmerman currently serves as teaching pastor at Calvary Church in Souderton. ... Board of Director Committees as of February 7, 2025: Charles H. Zimmerman Audit X, Compensation X, Nominating and Governance Chair. ... The following table shows compensation received by non-employee Directors for the year ended December 31, 2024: Charles H. Zimmerman Fees Earned or Paid in Cash ($) 65,850 Restricted Stock Units ($) 37,510 Total ($) 103,360.",2025-05-16 16:34:35.426854,male
3890,https://www.sec.gov/Archives/edgar/data/102212/000010221225000009/usvp-20250313.htm,Domenick A. Cama,68,Director,8333,"Domenick A. Cama serves on the boards of Catholic Charities of Brooklyn and Queens and the Cathedral Club of Brooklyn. ... Board of Director Committees as of February 7, 2025: Domenick A. Cama Enterprise-Wide Risk Management X. ... The following table shows compensation received by non-employee Directors for the year ended December 31, 2024: Domenick A. Cama Fees Earned or Paid in Cash ($) 8,333 Restricted Stock Units ($) — Total ($) 8,333.",2025-05-16 16:34:35.426854,male
3891,https://www.sec.gov/Archives/edgar/data/102426/000199937124013370/stew_def14a-111424.htm,Thomas J. Moore,59,Class I Director,37000,"The Audit Committee is composed entirely of the Fund’s Independent Directors, consisting of Messrs. Moore, Norgaard, and Quinlan. The Nominating Committee is composed of the Independent Directors, consisting of Messrs. Moore, Norgaard, and Quinlan. Thomas J. Moore, Director. Mr. Moore joined the Fund’s Board in 2023. ... Based upon the foregoing, the Board selected Mr. Moore to serve as a Director of the Fund because of his financial expertise, his business and executive experience, strategy skills, and due to his extensive background in financial matters. Aggregate Compensation from Fund Paid to Directors: Thomas J. Moore, Director $37,000.",2025-05-16 16:34:36.119463,male
3892,https://www.sec.gov/Archives/edgar/data/102426/000199937124013370/stew_def14a-111424.htm,Shane K. Quinlan,30,Class III Director,0,"The Audit Committee is composed entirely of the Fund’s Independent Directors, consisting of Messrs. Moore, Norgaard, and Quinlan. The Nominating Committee is composed of the Independent Directors, consisting of Messrs. Moore, Norgaard, and Quinlan. Shane K. Quinlan, Director Nominee. Mr. Quinlan joined the Board in 2024. ... Aggregate Compensation from Fund Paid to Directors: Shane K. Quinlan, Director Nominee* $0.",2025-05-16 16:34:36.119463,male
3893,https://www.sec.gov/Archives/edgar/data/102426/000199937124013370/stew_def14a-111424.htm,Steven K. Norgaard,60,Class III Director (Lead Independent Director),82000,"The Audit Committee is composed entirely of the Fund’s Independent Directors, consisting of Messrs. Moore, Norgaard, and Quinlan. The Nominating Committee is composed of the Independent Directors, consisting of Messrs. Moore, Norgaard, and Quinlan. Steven K. Norgaard, Director Nominee. Mr. Norgaard joined the Fund’s Board in 2011. ... Aggregate Compensation from Fund Paid to Directors: Steven K. Norgaard, Director $82,000.",2025-05-16 16:34:36.119463,male
3894,https://www.sec.gov/Archives/edgar/data/102426/000199937124013370/stew_def14a-111424.htm,Joel W. Looney,63,Chairman and Class II Director; President of the Fund,0,"Joel W. Looney, Chairman and Class II Director; President of the Fund. Term will expire 2026; Director since 2002; Chairman since 2003; President since 2018. Aggregate Compensation from Fund Paid to Directors: Joel W. Looney, Director Nominee $0.",2025-05-16 16:34:36.119463,male
3895,https://www.sec.gov/Archives/edgar/data/102426/000199937124013370/stew_def14a-111424.htm,Nicole L. Murphey,47,Class I Director,0,"Nicole L. Murphey, Class I Director. Term expires 2025; Director since 2021. Aggregate Compensation from Fund Paid to Directors: Nicole L. Murphey, Director $0.",2025-05-16 16:34:36.119463,female
3896,https://www.sec.gov/Archives/edgar/data/102729/000110465925022798/tm2429520-5_def14a.htm,James B. Milliken,67,Director,265000,"James B. Milliken 	67, is Chancellor of the University of Texas System which enrolls over 256,000 students and has annual revenue of over $30 billion and 160,000 employees, since 2018. BOARD COMMITTEES: Governance and Nominating Committee (Chair), Audit Committee. Director since December 2011. Director compensation total $265,000.",2025-05-16 16:34:36.902965,male
3897,https://www.sec.gov/Archives/edgar/data/102729/000110465925022798/tm2429520-5_def14a.htm,Catherine James Paglia,72,Lead Director,280000,"Catherine James Paglia, age 72, has been a director of Enterprise Asset Management, Inc., a New York based privately-held real estate and asset management company since September 1998. BOARD COMMITTEES: Human Resources Committee, Audit Committee. Lead Director. Director compensation total $280,000.",2025-05-16 16:34:36.902965,female
3898,https://www.sec.gov/Archives/edgar/data/102729/000110465925022798/tm2429520-5_def14a.htm,Deborah H. Caplan,62,Director,15833,"Deborah H. Caplan, age 62, was previously Executive Vice President, Human Resources and Corporate Services, NextEra Energy Inc. from 2019 to March 2024. BOARD COMMITTEES: Human Resources Committee. Director compensation total $15,833.",2025-05-16 16:34:36.902965,female
3899,https://www.sec.gov/Archives/edgar/data/102729/000110465925022798/tm2429520-5_def14a.htm,Avner M. Applbaum,53,Chief Executive Officer and Director,7639710,"Avner M. Applbaum, age 53, has been Chief Executive Officer of the Company since July 2023. Director compensation not separately listed. Executive compensation total $7,639,710.",2025-05-16 16:34:36.902965,male
3900,https://www.sec.gov/Archives/edgar/data/102729/000110465925022798/tm2429520-5_def14a.htm,Daniel P. Neary,73,Director,265000,"Daniel P. Neary, age 73, was a member of the board of directors of Mutual of Omaha until retirement in January 2021. BOARD COMMITTEES: Human Resources Committee (Chair), Audit Committee. Director compensation total $265,000.",2025-05-16 16:34:36.902965,male
3901,https://www.sec.gov/Archives/edgar/data/102729/000110465925022798/tm2429520-5_def14a.htm,Theo W. Freye,75,Director,240000,"Theo W. Freye, age 75, retired in October 2014 as CEO of CLAAS KgaA. BOARD COMMITTEES: Governance and Nominating Committee. Director compensation total $240,000.",2025-05-16 16:34:36.902965,male
3902,https://www.sec.gov/Archives/edgar/data/102729/000110465925022798/tm2429520-5_def14a.htm,Joan Robinson-Berry,65,Director,240000,"Joan Robinson-Berry, age 65, retired in July 2020 as Vice President, Chief Engineer, Boeing Global Services. BOARD COMMITTEES: Human Resources Committee. Director compensation total $240,000.",2025-05-16 16:34:36.902965,female
3903,https://www.sec.gov/Archives/edgar/data/102729/000110465925022798/tm2429520-5_def14a.htm,Mogens C. Bay,76,Non-executive Chairman,365000,"Mogens C. Bay, age 76, has been non-executive Chairman of the Company since January 2019. Director compensation total $365,000.",2025-05-16 16:34:36.902965,male
3904,https://www.sec.gov/Archives/edgar/data/102729/000110465925022798/tm2429520-5_def14a.htm,Ritu Favre,56,Director,251250,"Ritu Favre, age 56, is the Group President, Test & Measurement Segment, Emerson Electric since October 2023. BOARD COMMITTEES: Audit Committee, Governance and Nominating Committee. Director compensation total $251,250.",2025-05-16 16:34:36.902965,female
3905,https://www.sec.gov/Archives/edgar/data/102729/000110465925022798/tm2429520-5_def14a.htm,Richard A. Lanoha,57,Director,240000,"Richard A. Lanoha, age 57, has been President and Chief Executive Officer of Peter Kiewit Sons’ Inc. since January 2020. BOARD COMMITTEES: Human Resources Committee. Director compensation total $240,000.",2025-05-16 16:34:36.902965,male
3906,https://www.sec.gov/Archives/edgar/data/102752/000010275225000029/vsec-20250324.htm,Ralph E. Eberhart,78,Non-Executive Chairman; Independent - Board Chair,290039,"Ralph E. Eberhart: Age: 78, Director Since: 2007, Independent - Board Chair, Other public company boards: Amentum Holdings, Inc. Compensation: Fees earned or paid in cash $180,000, Stock awards $110,039, Total $290,039.",2025-05-16 16:34:37.611706,male
3907,https://www.sec.gov/Archives/edgar/data/102752/000010275225000029/vsec-20250324.htm,John A. Cuomo,51,"Chief Executive Officer, President and Director",0,"John A. Cuomo: Age: 51, Director Since: 2019, Chief Executive Officer, President and Director of VSE since April 2019.",2025-05-16 16:34:37.611706,male
3908,https://www.sec.gov/Archives/edgar/data/102752/000010275225000029/vsec-20250324.htm,Anita D. Britt,61,Former Chief Financial Officer at Perry Ellis International; Independent Director,210039,"Anita D. Britt: Age: 61, Director Since: 2022, Independent, Board Committees: Audit (Chair), Compensation & Human Resources. Compensation: Fees earned or paid in cash $100,000, Stock awards $110,039, Total $210,039.",2025-05-16 16:34:37.611706,female
3909,https://www.sec.gov/Archives/edgar/data/102752/000010275225000029/vsec-20250324.htm,Edward P. Dolanski,57,"Former President, U.S. Government Services at Boeing Global Services; Independent Director",190039,"Edward P. Dolanski: Age: 57, Director Since: 2022, Independent, Board Committees: Audit, Compensation & Human Resources. Compensation: Fees earned or paid in cash $80,000, Stock awards $110,039, Total $190,039.",2025-05-16 16:34:37.611706,male
3910,https://www.sec.gov/Archives/edgar/data/102752/000010275225000029/vsec-20250324.htm,Mark E. Ferguson III,68,"Admiral, US Navy (Ret.); Independent Director",202539,"Mark E. Ferguson III: Age: 68, Director Since: 2017, Independent, Board Committees: Audit, Nominating & Corporate Governance (Chair). Compensation: Fees earned or paid in cash $92,500, Stock awards $110,039, Total $202,539.",2025-05-16 16:34:37.611706,male
3911,https://www.sec.gov/Archives/edgar/data/102752/000010275225000029/vsec-20250324.htm,Lloyd E. Johnson,70,"Former Global Managing Director, Finance and Internal Audit, Accenture Corporation; Independent Director",190039,"Lloyd E. Johnson: Age: 70, Director Since: 2022, Independent, Board Committees: Compensation & Human Resources, Nominating & Corporate Governance. Compensation: Fees earned or paid in cash $80,000, Stock awards $110,039, Total $190,039.",2025-05-16 16:34:37.611706,male
3912,https://www.sec.gov/Archives/edgar/data/102752/000010275225000029/vsec-20250324.htm,John E. Potter,69,President and CEO of the Metropolitan Washington Airports Authority; Independent Director,205039,"John E. Potter: Age: 69, Director Since: 2014, Independent, Board Committees: Compensation & Human Resources (Chair), Nominating & Corporate Governance. Compensation: Fees earned or paid in cash $95,000, Stock awards $110,039, Total $205,039.",2025-05-16 16:34:37.611706,male
3913,https://www.sec.gov/Archives/edgar/data/102752/000010275225000029/vsec-20250324.htm,Bonnie K. Wachtel,69,"Principal and Director of Wachtel & Co., Inc.; Independent Director",190039,"Bonnie K. Wachtel: Age: 69, Director Since: 1991, Independent, Board Committees: Audit, Nominating & Corporate Governance. Compensation: Fees earned or paid in cash $80,000, Stock awards $110,039, Total $190,039.",2025-05-16 16:34:37.611706,female
3914,https://www.sec.gov/Archives/edgar/data/103145/000110465925026137/tm252387-1_def14a.htm,Kathleen A. Bayless,68,"Independent Director, Chair of Audit Committee, Member of Compensation Committee",242733,"Kathleen A. Bayless served as Senior Vice President, CFO and Treasurer of Synaptics Incorporated, a leader in human interface technology, from 2009 until her retirement in 2015. ... Ms. Bayless currently serves on the Boards of Ballard Power Systems and Amprius Technologies, Inc. ... Ms. Bayless has significant experience in the semiconductor industry and related fields. ... Compensation Committee consists of Ms. Bayless and Messrs. D’Amore, Hunter and St. Dennis. ... Audit Committee consists of Messrs. Jackson and St. Dennis and Mss. Raymond and Bayless (Chair). ... The following table provides information on compensation awarded or paid to the non-employee directors of Veeco for the fiscal year ended December 31, 2024. ... Kathleen A. Bayless Fees Earned or Paid in Cash: $102,750; Stock Awards: $139,983; Total: $242,733.",2025-05-16 16:34:38.403564,female
3915,https://www.sec.gov/Archives/edgar/data/103145/000110465925026137/tm252387-1_def14a.htm,"Sujeet Chand, Ph.D.",67,Independent Director,214983,"Sujeet Chand, Ph.D., currently retired, served as Senior Vice President and Chief Technology Officer of Rockwell Automation from 2005 until his retirement in 2021. ... Dr. Chand currently serves on the Boards of Proto Labs, Inc. and Flowserve Corporation. ... The Governance Committee is comprised entirely of independent directors and consists of Drs. Chand and Nicolaides and Messrs. Hunter and Jackson (Chair). ... Sujeet Chand Fees Earned or Paid in Cash: $75,000; Stock Awards: $139,983; Total: $214,983.",2025-05-16 16:34:38.403564,male
3916,https://www.sec.gov/Archives/edgar/data/103145/000110465925026137/tm252387-1_def14a.htm,Richard A. D’Amore,71,"Independent Director, Chairman of the Board, Member of Compensation Committee",267483,"Richard A. D’Amore has been a General Partner of North Bridge Venture Partners since 1994. ... Mr. D’Amore also serves on the boards of Everbridge, Inc. and Pomona Investment Fund, and is currently the Chairman of the Board of Trustees of Northeastern University. ... The Compensation Committee consists of Ms. Bayless and Messrs. D’Amore, St. Dennis and Hunter (Chair). ... An additional quarterly retainer in the amount of $12,500 is paid for service as the Board Chairman. ... Richard A. D’Amore Fees Earned or Paid in Cash: $127,500; Stock Awards: $139,983; Total: $267,483.",2025-05-16 16:34:38.403564,male
3917,https://www.sec.gov/Archives/edgar/data/103145/000110465925026137/tm252387-1_def14a.htm,Gordon Hunter,73,"Independent Director, Chair of Compensation Committee, Member of Audit Committee",230733,"Gordon Hunter has been Chairman of Littelfuse Inc. since 2005. ... Mr. Hunter also served on the Board of CTS Corporation. ... The Compensation Committee consists of Ms. Bayless and Messrs. D’Amore, St. Dennis and Hunter (Chair). ... The Audit Committee consists of Messrs. Jackson and St. Dennis and Mss. Raymond and Bayless (Chair). ... Gordon Hunter Fees Earned or Paid in Cash: $90,750; Stock Awards: $139,983; Total: $230,733.",2025-05-16 16:34:38.403564,male
3918,https://www.sec.gov/Archives/edgar/data/103145/000110465925026137/tm252387-1_def14a.htm,Keith D. Jackson,69,"Independent Director, Chair of Governance Committee, Member of Audit Committee",229983,"Keith D. Jackson served as President and CEO of ON Semiconductor Corporation until his retirement in 2020. ... The Governance Committee is comprised entirely of independent directors and consists of Drs. Chand and Nicolaides and Messrs. Hunter and Jackson (Chair). ... The Audit Committee consists of Messrs. Jackson and St. Dennis and Mss. Raymond and Bayless (Chair). ... Keith D. Jackson Fees Earned or Paid in Cash: $90,000; Stock Awards: $139,983; Total: $229,983.",2025-05-16 16:34:38.403564,male
3919,https://www.sec.gov/Archives/edgar/data/103145/000110465925026137/tm252387-1_def14a.htm,"William J. Miller, Ph.D.",56,"Chief Executive Officer, Director",0,"William J. Miller, Ph.D. has been CEO and a Director since October 2018. ... As CEO, Dr. Miller is directly responsible for Veeco’s strategy and operations. ... Directors who are employees, currently only Dr. Miller, do not receive additional compensation for serving as directors.",2025-05-16 16:34:38.403564,male
3920,https://www.sec.gov/Archives/edgar/data/103145/000110465925026137/tm252387-1_def14a.htm,"Lena Nicolaides, Ph.D.",54,Independent Director,214983,"Lena Nicolaides, Ph.D. is an internationally recognized senior level executive with over twenty years of experience in semiconductor capital equipment. ... The Governance Committee is comprised entirely of independent directors and consists of Drs. Chand and Nicolaides and Messrs. Hunter and Jackson (Chair). ... Lena Nicolaides Fees Earned or Paid in Cash: $75,000; Stock Awards: $139,983; Total: $214,983.",2025-05-16 16:34:38.403564,female
3921,https://www.sec.gov/Archives/edgar/data/103145/000110465925026137/tm252387-1_def14a.htm,Mary Jane Raymond,64,Independent Director,219983,"Mary Jane Raymond served as the EVP and CFO of Coherent Corp. until her retirement in 2024. ... The Audit Committee consists of Messrs. Jackson and St. Dennis and Mss. Raymond and Bayless (Chair). ... The Governance Committee is comprised entirely of independent directors and consists of Drs. Chand and Nicolaides and Messrs. Hunter and Jackson (Chair). ... Mary Jane Raymond Fees Earned or Paid in Cash: $80,000; Stock Awards: $139,983; Total: $219,983.",2025-05-16 16:34:38.403564,female
3922,https://www.sec.gov/Archives/edgar/data/103145/000110465925026137/tm252387-1_def14a.htm,Thomas St. Dennis,71,"Independent Director, Member of Compensation Committee and Audit Committee",227733,"Thomas St. Dennis is the non-executive Chairman of FormFactor, Inc. ... The Compensation Committee consists of Ms. Bayless and Messrs. D’Amore, St. Dennis and Hunter (Chair). ... The Audit Committee consists of Messrs. Jackson and St. Dennis and Mss. Raymond and Bayless (Chair). ... Thomas St. Dennis Fees Earned or Paid in Cash: $87,750; Stock Awards: $139,983; Total: $227,733.",2025-05-16 16:34:38.403564,male
3923,https://www.sec.gov/Archives/edgar/data/103379/000119312523164886/d430031ddef14a.htm,Richard T. Carucci,65,Interim Chair of the Board,318411,"Mr. Carucci was elected as Interim Chair of the Board in December 2022. Fiscal 2023 Independent Director Compensation table shows total compensation of $318,411.",2025-05-16 16:34:39.103856,male
3924,https://www.sec.gov/Archives/edgar/data/103379/000119312523164886/d430031ddef14a.htm,Alex Cho,50,Director,219908,"Mr. Cho was elected to the Board on June 9, 2022. Fiscal 2023 Independent Director Compensation table shows total compensation of $219,908.",2025-05-16 16:34:39.103856,male
3925,https://www.sec.gov/Archives/edgar/data/103379/000119312523164886/d430031ddef14a.htm,Juliana L. Chugg,55,Director,315115,"Fiscal 2023 Independent Director Compensation table shows total compensation of $315,115.",2025-05-16 16:34:39.103856,female
4063,https://www.sec.gov/Archives/edgar/data/106535/000114036125010318/ny20041684x1_def14a.htm,Mark A. Emmert,72,Director,299982,"Mark A. Emmert 072 0 Committees: Compensation, Governance & Corporate Responsibility 0 Compensation Table: 299,982 USD",2025-05-16 16:34:52.041917,male
3926,https://www.sec.gov/Archives/edgar/data/103379/000119312523164886/d430031ddef14a.htm,Benno Dorer,59,Interim President and Chief Executive Officer,0,"Mr. Dorer, the only director who is an employee of VF, does not receive any compensation in addition to his regular compensation as our Interim President and CEO for service on the Board and attendance at meetings of the Board or any of its committees.",2025-05-16 16:34:39.103856,male
3927,https://www.sec.gov/Archives/edgar/data/103379/000119312523164886/d430031ddef14a.htm,Mark S. Hoplamazian,59,Director,280115,"Fiscal 2023 Independent Director Compensation table shows total compensation of $280,115.",2025-05-16 16:34:39.103856,male
3928,https://www.sec.gov/Archives/edgar/data/103379/000119312523164886/d430031ddef14a.htm,Laura W. Lang,67,Director,280115,"Fiscal 2023 Independent Director Compensation table shows total compensation of $280,115.",2025-05-16 16:34:39.103856,female
3929,https://www.sec.gov/Archives/edgar/data/103379/000119312523164886/d430031ddef14a.htm,W. Rodney McMullen,62,Director,297615,"Fiscal 2023 Independent Director Compensation table shows total compensation of $297,615.",2025-05-16 16:34:39.103856,male
3930,https://www.sec.gov/Archives/edgar/data/103379/000119312523164886/d430031ddef14a.htm,"Clarence Otis, Jr.",67,Director,297615,"Fiscal 2023 Independent Director Compensation table shows total compensation of $297,615.",2025-05-16 16:34:39.103856,male
3931,https://www.sec.gov/Archives/edgar/data/103379/000119312523164886/d430031ddef14a.htm,Carol L. Roberts,63,Director,305115,"Fiscal 2023 Independent Director Compensation table shows total compensation of $305,115.",2025-05-16 16:34:39.103856,female
3932,https://www.sec.gov/Archives/edgar/data/103379/000119312523164886/d430031ddef14a.htm,Matthew J. Shattock,60,Director,280115,"Fiscal 2023 Independent Director Compensation table shows total compensation of $280,115.",2025-05-16 16:34:39.103856,male
3933,https://www.sec.gov/Archives/edgar/data/103595/000114036124044422/ny20036027x1_def14a.htm,Robert Sumas,83,Chief Executive Officer and Interim Chairman of the Board of Directors,0,"Robert Sumas was appointed Chief Executive Officer and Vice Chairman of the Board of Directors in 2017 and served as President from 2009 through 2018. He has served variously as Executive Vice President, Chief Operating Officer, Secretary and a Director of the Company since 1969. Robert Sumas is Chairman of Wakefern’s Health and Beauty Aids Committee and is a member of Wakefern’s Retail Technology, Capital Management and Nonfoods Committees.",2025-05-16 16:34:40.010153,male
3934,https://www.sec.gov/Archives/edgar/data/103595/000114036124044422/ny20036027x1_def14a.htm,John P. Sumas,75,"Executive Vice President, Secretary and Director",1368734,"John P. Sumas has served as Vice President and a Director of the Company since 1982. Since 1989, he has served as an Executive Vice President. He has responsibility for the Company’s frozen food and dairy operations. John P. Sumas is a member of Wakefern’s Frozen Food and Dairy Committees.",2025-05-16 16:34:40.010153,male
3935,https://www.sec.gov/Archives/edgar/data/103595/000114036124044422/ny20036027x1_def14a.htm,Nicholas J. Sumas II,55,Co-President and Director,1170722,"Nicholas J. Sumas II has served as a Director since 2009, Co-President since 2018 and was the Company’s Chief Marketing Officer from 2014 to 2018. Mr. Sumas is also an executive officer of Wakefern and a member of the Wakefern Board of Directors. Mr. Sumas has held a diversity of supervisory positions since his employment in 1994 and was Vice President from 2007 through 2014. He is Chairman of Wakefern’s Digital Commerce, Vice Chairman of the Operations Excellence and Meat Committees, and is a member of Wakefern’s Nominating and Governance, CGO and Finance Committees.",2025-05-16 16:34:40.010153,male
3936,https://www.sec.gov/Archives/edgar/data/103595/000114036124044422/ny20036027x1_def14a.htm,John J. Sumas,54,Co-President and Director,1170987,"John J. Sumas has served as a Director since 2009, Co-President since 2018 and was the Company’s Chief Operating Officer from 2014 to 2018, General Counsel from 2007 through 2019 and Vice President from 2007 through 2014. He is Chairman of Wakefern’s Food Service Committee, Chairman of Wakefern’s Retail Employee Relations Committee, and a member of Wakefern’s Sales and Merchandise, Insurance and Shop-Rite Retail Services Committees.",2025-05-16 16:34:40.010153,male
3937,https://www.sec.gov/Archives/edgar/data/103595/000114036124044422/ny20036027x1_def14a.htm,Perry J. Blatt,48,"Director of E-Commerce and Business Development, Director",50000,"Perry J. Blatt is the Director of E-Commerce and Business Development for the Company. Mr. Blatt also oversees all corporate giving, corporate communication, and community outreach programs for Village and is President of the Sumas Family Foundation. He has held a diversity of supervisory positions in the Company in operations, merchandising, marketing and corporate communications since his employment in 2002. Mr. Blatt is Chairman of Wakefern’s Frozen Food Committee, a member of Wakefern’s Dairy Committee and has previously served as a member of Wakefern’s Sales and Merchandising and Price-Rite Operating Committees. He is currently a member of Wakefern's Government Relations committee, as well as its Environmental committee.",2025-05-16 16:34:40.010153,male
3938,https://www.sec.gov/Archives/edgar/data/103595/000114036124044422/ny20036027x1_def14a.htm,Kevin Begley,66,Director,50000,"Kevin Begley has served as a Director since 2009 and was the Company’s Chief Financial Officer from 1987 until his retirement in December 2014. In addition, he served as Treasurer from 2002 through 2014. Mr. Begley is a Certified Public Accountant.",2025-05-16 16:34:40.010153,male
