company_name,cikcode,director_name,software_background,start_date,end_date
KIRBY CORP,56047,DAVID W. GRZEBINSKI,t,2014-03-07,2025-03-07
KIRBY CORP,56047,"GEORGE A. PETERKIN, JR.",f,2014-03-07,2014-03-07
KIRBY CORP,56047,JOSEPH H. PYNE,f,2014-03-07,2023-03-10
KIRBY CORP,56047,MONTE J. MILLER,f,2014-03-07,2020-03-06
KIRBY CORP,56047,RICHARD J. ALARIO,t,2014-03-07,2025-03-07
KIRBY CORP,56047,RICHARD R. STEWART,f,2014-03-07,2025-03-07
KIRBY CORP,56047,ROCKY B. DEWBRE,f,2023-03-10,2023-03-10
KIRBY CORP,56047,SHAWN D. WILLIAMS,t,2022-03-04,2025-03-07
KIRBY CORP,56047,SUSAN W. DIO,f,2023-03-10,2025-03-07
KIRBY CORP,56047,TANYA S. BEDER,t,2020-03-06,2025-03-07
KIRBY CORP,56047,"WILLIAM M. LAMONT, JR.",f,2014-03-07,2015-03-06
KIRBY CORP,56047,WILLIAM M. WATERMAN,f,2014-03-07,2025-03-07
KLA CORP,319201,ANA G. PINCZUK,t,2018-09-28,2018-09-28
KLA CORP,319201,DAVID C. WANG,f,2016-09-23,2017-09-21
KLA CORP,319201,EDWARD BARNHOLT,f,2019-09-20,2021-09-24
KLA CORP,319201,EDWARD W. BARNHOLT,f,2016-09-23,2018-09-28
KLA CORP,319201,EMIKO HIGASHI,t,2016-09-23,2024-09-24
KLA CORP,319201,GARY B. MOORE,f,2016-09-23,2018-09-28
KLA CORP,319201,GARY MOORE,f,2019-09-20,2024-09-24
KLA CORP,319201,JENEANNE HANLEY,f,2019-09-20,2024-09-24
KLA CORP,319201,JOHN T. DICKSON,t,2016-09-23,2018-09-28
KLA CORP,319201,KEVIN J. KENNEDY,t,2016-09-23,2018-09-28
KLA CORP,319201,KEVIN KENNEDY,t,2019-09-20,2024-09-24
KLA CORP,319201,KIRAN M. PATEL,f,2016-09-23,2018-09-28
KLA CORP,319201,KIRAN PATEL,t,2019-09-20,2022-09-22
KLA CORP,319201,MARIE MYERS,f,2020-09-23,2024-09-24
KLA CORP,319201,MICHAEL MCMULLEN,f,2024-09-24,2024-09-24
KLA CORP,319201,RICHARD P. WALLACE,t,2016-09-23,2018-09-28
KLA CORP,319201,RICHARD WALLACE,t,2019-09-20,2024-09-24
KLA CORP,319201,ROBERT A. RANGO,t,2016-09-23,2018-09-28
KLA CORP,319201,ROBERT CALDERONI,t,2019-09-20,2024-09-24
KLA CORP,319201,ROBERT M. CALDERONI,t,2016-09-23,2018-09-28
KLA CORP,319201,ROBERT RANGO,t,2019-09-20,2024-09-24
KLA CORP,319201,VICTOR PENG,t,2019-09-20,2024-09-24
KONINKLIJKE PHILIPS NV,313216,FRANK T. SAMPLE,f,2007-12-18,2007-12-18
KONINKLIJKE PHILIPS NV,313216,ROBERT PEPPER,f,2007-12-18,2007-12-18
KONINKLIJKE PHILIPS NV,313216,VINCE ESTRADA,f,2007-12-18,2007-12-18
KORN FERRY,56679,ANA DUTRA,f,2011-08-26,2011-08-26
KORN FERRY,56679,ANGEL R. MARTINEZ,f,2017-08-18,2023-08-10
KORN FERRY,56679,BARONESS DENISE KINGSMILL,f,2009-08-07,2009-08-07
KORN FERRY,56679,BYRNE MULROONEY,f,2011-08-26,2011-08-26
KORN FERRY,56679,CHARLES L. HARRINGTON,f,2022-08-11,2023-08-10
KORN FERRY,56679,CHRISTINA A. GOLD,f,2014-08-22,2021-08-13
KORN FERRY,56679,DAVID L. LOWE,f,2005-08-04,2007-07-26
KORN FERRY,56679,DEBRA J. PERRY,f,2010-08-12,2023-08-10
KORN FERRY,56679,DEBRA PERRY,f,2008-08-29,2009-08-07
KORN FERRY,56679,DENISE KINGSMILL,f,2010-08-12,2012-08-27
KORN FERRY,56679,DOYLE N. BENEBY,f,2015-08-14,2023-08-10
KORN FERRY,56679,EDWARD D. MILLER,f,2005-08-04,2014-08-22
KORN FERRY,56679,FRANK V. CAHOUET,f,2005-08-04,2007-07-26
KORN FERRY,56679,GARY D. BURNISON,f,2007-07-26,2023-08-10
KORN FERRY,56679,GEORGE SHAHEEN,t,2009-08-07,2010-08-12
KORN FERRY,56679,GEORGE T. SHAHEEN,t,2011-08-26,2021-08-13
KORN FERRY,56679,GERHARD SCHULMEYER,t,2005-08-04,2013-08-16
KORN FERRY,56679,HARRY L. YOU,t,2005-08-04,2015-08-14
KORN FERRY,56679,IHNO SCHNEEVOIGT,f,2005-08-04,2009-08-07
KORN FERRY,56679,JAMES E. BARLETT,f,2005-08-04,2009-08-07
KORN FERRY,56679,JERRY P. LEAMON,f,2013-08-16,2023-08-10
KORN FERRY,56679,KENNETH WHIPPLE,f,2005-08-04,2011-08-26
KORN FERRY,56679,LAURA M. BISHOP,f,2021-08-13,2023-08-10
KORN FERRY,56679,LEN J. LAUER,t,2019-08-20,2019-08-20
KORN FERRY,56679,LORI J. ROBINSON,f,2019-08-20,2023-08-10
KORN FERRY,56679,MATTHEW J. ESPE,f,2023-08-10,2023-08-10
KORN FERRY,56679,MICHAEL A. DIGREGORIO,f,2011-08-26,2011-08-26
KORN FERRY,56679,PATTI S. HART,t,2005-08-04,2008-08-29
KORN FERRY,56679,PAUL C. REILLY,f,2005-08-04,2008-08-29
KORN FERRY,56679,SAKIE T. FUKUSHIMA,f,2005-08-04,2007-07-26
KORN FERRY,56679,SPENCER C. FLEISCHER,f,2005-08-04,2005-08-04
KORN FERRY,56679,WILLIAM R. FLOYD,f,2012-08-27,2018-08-17
"KORU Medical Systems, Inc.",704440,ANDREW I. SEALFON,t,2016-07-28,2018-03-13
"KORU Medical Systems, Inc.",704440,ARTHUR J. RADIN,f,2016-07-28,2019-03-08
"KORU Medical Systems, Inc.",704440,BRAD A. SEALFON,f,2016-07-28,2016-07-28
"KORU Medical Systems, Inc.",704440,DANIEL S. GOLDBERGER,t,2018-03-13,2021-04-05
"KORU Medical Systems, Inc.",704440,DAVID W. ANDERSON,f,2016-07-28,2021-04-05
"KORU Medical Systems, Inc.",704440,DONNA FRENCH,f,2021-04-05,2022-03-18
"KORU Medical Systems, Inc.",704440,"DONNA FRENCH, PHD",f,2023-03-29,2025-04-04
"KORU Medical Systems, Inc.",704440,EDWARD WHOLIHAN,f,2024-03-28,2025-04-04
"KORU Medical Systems, Inc.",704440,JAMES M. BECK,f,2019-03-08,2022-03-18
"KORU Medical Systems, Inc.",704440,JOSEPH M. MANKO JR.,f,2016-07-28,2018-03-13
"KORU Medical Systems, Inc.",704440,"JOSEPH M. MANKO, JR.",f,2019-03-08,2025-04-04
"KORU Medical Systems, Inc.",704440,KATHY S. FROMMER,t,2019-03-08,2021-04-05
"KORU Medical Systems, Inc.",704440,LINDA THARBY,f,2022-03-18,2025-04-04
"KORU Medical Systems, Inc.",704440,MARK L. PASTREICH,f,2016-07-28,2018-03-13
"KORU Medical Systems, Inc.",704440,PAUL M. BAKER,f,2016-07-28,2018-03-13
"KORU Medical Systems, Inc.",704440,R. JOHN FLETCHER,f,2020-03-06,2025-04-04
"KORU Medical Systems, Inc.",704440,ROBERT A. CASCELLA,f,2022-03-18,2025-04-04
"KORU Medical Systems, Inc.",704440,ROBERT T. ALLEN,f,2019-03-08,2021-04-05
"KORU Medical Systems, Inc.",704440,SHAHRIAR (SHAR) MATIN,t,2021-04-05,2025-04-04
KOSS CORP,56701,CHERYL MIKE,f,2009-11-06,2009-11-06
KOSS CORP,56701,DECLAN HANLEY,f,2009-11-06,2009-11-06
KOSS CORP,56701,JOHN C. KOSS,t,2001-09-07,2014-08-28
KOSS CORP,56701,JOHN J. STOLLENWERK,f,2001-09-07,2014-08-28
KOSS CORP,56701,"JOHN KOSS, JR.",f,2009-11-06,2009-11-06
KOSS CORP,56701,LAWRENCE S. MATTSON,f,2001-09-07,2014-08-28
KOSS CORP,56701,LENORE E. LILLIE,f,2009-11-06,2024-08-30
KOSS CORP,56701,MARTIN F. STEIN,f,2001-09-07,2005-09-20
KOSS CORP,56701,MICHAEL J. KOSS,t,2001-09-07,2024-08-30
KOSS CORP,56701,STEVEN A. LEVEEN,t,2015-08-27,2024-08-30
KOSS CORP,56701,SUJATA SACHDEVA,f,2009-11-06,2009-11-06
KOSS CORP,56701,THEODORE H. NIXON,f,2006-09-12,2022-08-26
KOSS CORP,56701,THOMAS L. DOERR,f,2001-09-07,2024-08-30
KOSS CORP,56701,VICTOR L. HUNTER,f,2001-09-07,2001-09-07
KOSS CORP,56701,WILLIAM J. SWEASY,f,2015-08-27,2024-08-30
KROGER CO,56873,AMANDA SOURRY,f,2021-05-13,2024-05-15
KROGER CO,56873,ANNE GATES,f,2018-05-15,2024-05-15
KROGER CO,56873,ASHOK VEMURI,t,2019-05-14,2024-05-15
KROGER CO,56873,BOBBY S. SHACKOULS,f,2018-05-15,2020-05-12
KROGER CO,56873,CLYDE R. MOORE,t,2018-05-15,2024-05-15
KROGER CO,56873,ELAINE L. CHAO,f,2023-05-12,2024-05-15
KROGER CO,56873,JAMES A. RUNDE,f,2018-05-15,2019-05-14
KROGER CO,56873,JORGE P. MONTOYA,f,2018-05-15,2019-05-14
KROGER CO,56873,KAREN M. HOGUET,f,2020-05-12,2024-05-15
KROGER CO,56873,KEVIN M. BROWN,t,2021-05-13,2024-05-15
KROGER CO,56873,MARK S. SUTTON,t,2018-05-15,2024-05-15
KROGER CO,56873,NORA A. AUFREITER,f,2018-05-15,2024-05-15
KROGER CO,56873,ROBERT D. BEYER,f,2018-05-15,2018-05-15
KROGER CO,56873,RONALD L. SARGENT,f,2018-05-15,2024-05-15
KROGER CO,56873,SUSAN J. KROPF,f,2018-05-15,2020-05-12
KROGER CO,56873,W. RODNEY MCMULLEN,f,2018-05-15,2024-05-15
KULICKE & SOFFA INDUSTRIES INC,56978,BRIAN R. BACHMAN,t,2014-01-07,2020-01-03
KULICKE & SOFFA INDUSTRIES INC,56978,BRUNO GUILMART,t,2014-01-07,2014-12-19
KULICKE & SOFFA INDUSTRIES INC,56978,CHIN HU LIM,t,2014-01-07,2025-01-23
KULICKE & SOFFA INDUSTRIES INC,56978,DAVID JEFFREY RICHARDSON,t,2021-01-13,2025-01-23
KULICKE & SOFFA INDUSTRIES INC,56978,DENISE M. DIGNAM,f,2024-01-22,2025-01-23
KULICKE & SOFFA INDUSTRIES INC,56978,FUSEN E. CHEN,t,2017-01-20,2025-01-23
KULICKE & SOFFA INDUSTRIES INC,56978,GARRETT E. PIERCE,f,2014-01-07,2020-01-03
KULICKE & SOFFA INDUSTRIES INC,56978,GREGORY F. MILZCIK,f,2014-01-07,2025-01-23
KULICKE & SOFFA INDUSTRIES INC,56978,JOHN A. O’STEEN,f,2014-01-07,2014-01-07
KULICKE & SOFFA INDUSTRIES INC,56978,JON A. OLSON,t,2022-01-14,2025-01-23
KULICKE & SOFFA INDUSTRIES INC,56978,"MACDONELL ROEHM, JR.",f,2014-01-07,2014-01-07
KULICKE & SOFFA INDUSTRIES INC,56978,MUI SUNG YEO,f,2014-01-07,2025-01-23
KULICKE & SOFFA INDUSTRIES INC,56978,PETER T. KONG,f,2014-12-19,2025-01-23
KULICKE & SOFFA INDUSTRIES INC,56978,ZI YAO LIM,f,2024-01-22,2024-01-22
"L3HARRIS TECHNOLOGIES, INC. /DE/",202058,CHRISTOPHER E. KUBASIK,f,2019-09-10,2019-09-10
"L3HARRIS TECHNOLOGIES, INC. /DE/",202058,DR. JAMES C. STOFFEL,t,2017-09-07,2017-09-07
"L3HARRIS TECHNOLOGIES, INC. /DE/",202058,GREGORY T. SWIENTON,f,2017-09-07,2018-09-06
"L3HARRIS TECHNOLOGIES, INC. /DE/",202058,HANSEL E. TOOKES II,f,2017-09-07,2018-09-06
"L3HARRIS TECHNOLOGIES, INC. /DE/",202058,JAMES F. ALBAUGH,f,2017-09-07,2018-09-06
"L3HARRIS TECHNOLOGIES, INC. /DE/",202058,LESLIE F. KENNE,f,2017-09-07,2018-09-06
"L3HARRIS TECHNOLOGIES, INC. /DE/",202058,LEWIS HAY III,f,2017-09-07,2019-09-10
"L3HARRIS TECHNOLOGIES, INC. /DE/",202058,LEWIS KRAMER,f,2019-09-10,2019-09-10
"L3HARRIS TECHNOLOGIES, INC. /DE/",202058,LLOYD W. NEWTON,f,2019-09-10,2019-09-10
"L3HARRIS TECHNOLOGIES, INC. /DE/",202058,PETER W. CHIARELLI,f,2017-09-07,2019-09-10
"L3HARRIS TECHNOLOGIES, INC. /DE/",202058,RITA S. LANE,f,2019-09-10,2019-09-10
"L3HARRIS TECHNOLOGIES, INC. /DE/",202058,ROBERT B. MILLARD,f,2019-09-10,2019-09-10
"L3HARRIS TECHNOLOGIES, INC. /DE/",202058,ROGER B. FRADIN,f,2017-09-07,2019-09-10
"L3HARRIS TECHNOLOGIES, INC. /DE/",202058,SALLIE B. BAILEY,f,2018-09-06,2019-09-10
"L3HARRIS TECHNOLOGIES, INC. /DE/",202058,TERRY D. GROWCOCK,f,2017-09-07,2017-09-07
"L3HARRIS TECHNOLOGIES, INC. /DE/",202058,THOMAS A. CORCORAN,f,2019-09-10,2019-09-10
"L3HARRIS TECHNOLOGIES, INC. /DE/",202058,THOMAS A. DATTILO,f,2017-09-07,2019-09-10
"L3HARRIS TECHNOLOGIES, INC. /DE/",202058,VYOMESH I. JOSHI,t,2017-09-07,2018-09-06
"L3HARRIS TECHNOLOGIES, INC. /DE/",202058,WILLIAM M. BROWN,f,2017-09-07,2019-09-10
LAKELAND FINANCIAL CORP,721994,A. FARAZ ABBASI,f,2022-03-03,2025-02-27
LAKELAND FINANCIAL CORP,721994,BLAKE W. AUGSBURGER,f,2018-03-01,2025-02-27
LAKELAND FINANCIAL CORP,721994,BRADLEY J. TOOTHAKER,f,2018-03-01,2025-02-27
LAKELAND FINANCIAL CORP,721994,BRIAN J. SMITH,f,2018-03-01,2025-02-27
LAKELAND FINANCIAL CORP,721994,"DANIEL F. EVANS, JR.",f,2018-03-01,2021-03-04
LAKELAND FINANCIAL CORP,721994,DARRIANNE P. CHRISTIAN,t,2019-02-28,2025-02-27
LAKELAND FINANCIAL CORP,721994,DAVID M. FINDLAY,f,2018-03-01,2025-02-27
LAKELAND FINANCIAL CORP,721994,EMILY E. PICHON,f,2018-03-01,2025-02-27
LAKELAND FINANCIAL CORP,721994,KRISTIN L. PRUITT,f,2024-02-29,2025-02-27
LAKELAND FINANCIAL CORP,721994,MICHAEL L. KUBACKI,f,2018-03-01,2023-03-02
LAKELAND FINANCIAL CORP,721994,M. SCOTT WELCH,f,2018-03-01,2025-02-27
LAKELAND FINANCIAL CORP,721994,"ROBERT E. BARTELS, JR.",f,2018-03-01,2025-02-27
LAKELAND FINANCIAL CORP,721994,RONALD D. TRUEX,f,2018-03-01,2021-03-04
LAKELAND FINANCIAL CORP,721994,STEVEN D. ROSS,f,2018-03-01,2025-02-27
LAKELAND FINANCIAL CORP,721994,THOMAS A. HIATT,f,2018-03-01,2020-03-05
LAM RESEARCH CORP,707549,ABHIJIT Y. TALWALKAR,t,2014-09-23,2024-09-25
LAM RESEARCH CORP,707549,BETHANY J. MAYER,t,2019-09-25,2024-09-25
LAM RESEARCH CORP,707549,CATHERINE P. LEGO,f,2014-09-23,2021-09-28
LAM RESEARCH CORP,707549,CHRISTINE A. HECKART,f,2014-09-23,2018-09-26
LAM RESEARCH CORP,707549,ERIC K. BRANDT,f,2014-09-23,2024-09-25
LAM RESEARCH CORP,707549,GARY B. MOORE,t,2016-09-29,2016-09-29
LAM RESEARCH CORP,707549,GRANT M. INMAN,f,2014-09-23,2014-09-23
LAM RESEARCH CORP,707549,HO KYU KANG,f,2023-09-27,2024-09-25
LAM RESEARCH CORP,707549,ITA M. BRENNAN,f,2024-09-25,2024-09-25
LAM RESEARCH CORP,707549,JOHN M. DINEEN,t,2023-09-27,2024-09-25
LAM RESEARCH CORP,707549,JOHN T. DICKSON,f,2016-09-29,2016-09-29
LAM RESEARCH CORP,707549,JYOTI K. MEHRA,f,2022-09-28,2024-09-25
LAM RESEARCH CORP,707549,KRISHNA C. SARASWAT,t,2014-09-23,2015-09-21
LAM RESEARCH CORP,707549,LESLIE F. VARON,f,2019-09-25,2023-09-27
LAM RESEARCH CORP,707549,LIH SHYNG (RICK L.) TSAI,t,2016-09-29,2023-09-27
LAM RESEARCH CORP,707549,MARK FIELDS,f,2024-09-25,2024-09-25
LAM RESEARCH CORP,707549,MARTIN B. ANSTICE,f,2014-09-23,2018-09-26
LAM RESEARCH CORP,707549,MICHAEL R. CANNON,f,2014-09-23,2024-09-25
LAM RESEARCH CORP,707549,SOHAIL U. AHMED,f,2019-09-25,2024-09-25
LAM RESEARCH CORP,707549,STEPHEN G. NEWBERRY,f,2014-09-23,2018-09-26
LAM RESEARCH CORP,707549,TIMOTHY M. ARCHER,f,2019-09-25,2024-09-25
LAM RESEARCH CORP,707549,WILLIAM R. SPIVEY,f,2014-09-23,2014-09-23
LAM RESEARCH CORP,707549,YOUNG BUM (YB) KOH,t,2017-09-28,2017-09-28
LAM RESEARCH CORP,707549,YOUSSEF A. EL-MANSY,t,2014-09-23,2019-09-25
LANCASTER COLONY CORP,57515,ALAN F. HARRIS,f,2008-10-15,2024-10-08
LANCASTER COLONY CORP,57515,BARBARA L. BRASIER,f,2019-10-09,2024-10-08
LANCASTER COLONY CORP,57515,DAVID A. CIESINSKI,t,2017-10-11,2024-10-08
LANCASTER COLONY CORP,57515,EDWARD H. JENNINGS,f,2002-10-15,2014-10-10
LANCASTER COLONY CORP,57515,ELLIOT K. FULLEN,f,2021-10-12,2024-10-08
LANCASTER COLONY CORP,57515,GEORGE F. KNIGHT III,f,2023-10-10,2024-10-08
LANCASTER COLONY CORP,57515,"HENRY M. ONEILL, JR.",f,2008-10-15,2008-10-15
LANCASTER COLONY CORP,57515,"HENRY M. O'NEILL, JR.",f,2001-10-16,2005-10-17
LANCASTER COLONY CORP,57515,"HENRY M. O’NEILL, JR.",f,2006-10-16,2009-10-15
LANCASTER COLONY CORP,57515,JAMES B. BACHMANN,f,2003-10-15,2017-10-11
LANCASTER COLONY CORP,57515,"JOHN B. GERLACH, JR.",f,2002-10-15,2024-10-08
LANCASTER COLONY CORP,57515,JOHN L. BOYLAN,f,2001-10-16,2014-10-10
LANCASTER COLONY CORP,57515,KENNETH L. COOKE,t,2010-10-15,2019-10-09
LANCASTER COLONY CORP,57515,KERRII B. ANDERSON,f,2002-10-15,2004-10-12
LANCASTER COLONY CORP,57515,MICHAEL H. KEOWN,f,2018-10-10,2024-10-08
LANCASTER COLONY CORP,57515,MORRIS S. HALPERN,f,2002-10-15,2002-10-15
LANCASTER COLONY CORP,57515,NEELI BENDAPUDI,f,2005-10-17,2022-10-11
LANCASTER COLONY CORP,57515,ROBERT L. FOX,f,2002-10-15,2024-10-08
LANCASTER COLONY CORP,57515,ROBERT P. OSTRYNIEC,f,2014-10-10,2024-10-08
LANCASTER COLONY CORP,57515,ROBERT S. HAMILTON,f,2002-10-15,2007-10-17
LANCASTER COLONY CORP,57515,WILLIAM H. CARTER,t,2015-10-09,2022-10-11
LANCASTER COLONY CORP,57515,ZENA SRIVATSA ARNOLD,t,2023-10-10,2024-10-08
LANCASTER COLONY CORP,57515,ZUHEIR SOFIA,f,2001-10-16,2019-10-09
LA-Z-BOY INC,57131,DAVID K. HEHL,f,2008-07-03,2015-07-08
LA-Z-BOY INC,57131,DR. H. GEORGE LEVY,t,2019-07-16,2021-07-08
LA-Z-BOY INC,57131,DR. NIDO R. QUBEIN,f,2013-07-09,2021-07-08
LA-Z-BOY INC,57131,EDWIN J. HOLMAN,f,2010-07-06,2019-07-16
LA-Z-BOY INC,57131,ERIKA L. ALEXANDER,f,2022-07-20,2023-07-19
LA-Z-BOY INC,57131,"H. GEORGE LEVY, M.D.",t,2008-07-03,2018-07-13
LA-Z-BOY INC,57131,"H. GEORGE LEVY, MD",t,2015-07-08,2017-07-18
LA-Z-BOY INC,57131,JACK L. THOMPSON,f,2008-07-03,2009-07-01
LA-Z-BOY INC,57131,JAMES P. HACKETT,f,2021-07-08,2023-07-19
LA-Z-BOY INC,57131,JAMES W. JOHNSTON,f,2008-07-03,2010-07-06
LA-Z-BOY INC,57131,JANET E. KERR,t,2009-07-01,2023-07-19
LA-Z-BOY INC,57131,JANET L. GURWITCH,f,2010-07-06,2014-07-09
LA-Z-BOY INC,57131,JOHN H. FOSS,f,2008-07-03,2014-07-09
LA-Z-BOY INC,57131,KURT L. DARROW,f,2008-07-03,2021-07-08
LA-Z-BOY INC,57131,LAUREN B. PETERS,f,2016-07-13,2023-07-19
LA-Z-BOY INC,57131,MARK S. LAVIGNE,t,2023-07-19,2023-07-19
LA-Z-BOY INC,57131,MELINDA D. WHITTINGTON,f,2021-07-08,2023-07-19
LA-Z-BOY INC,57131,MICHAEL T. LAWTON,t,2013-07-09,2023-07-19
LA-Z-BOY INC,57131,NIDO R. QUBEIN,f,2008-07-03,2012-07-09
LA-Z-BOY INC,57131,RAZA S. HAIDER,t,2023-07-19,2023-07-19
LA-Z-BOY INC,57131,REBECCA L. O'GRADY,f,2020-07-21,2023-07-19
LA-Z-BOY INC,57131,REBECCA L. O’GRADY,f,2019-07-16,2019-07-16
LA-Z-BOY INC,57131,RICHARD M. GABRYS,f,2008-07-03,2015-07-08
LA-Z-BOY INC,57131,ROCQUE E. LIPFORD,f,2008-07-03,2009-07-01
LA-Z-BOY INC,57131,SARAH M. GALLAGHER,f,2016-07-13,2023-07-19
LA-Z-BOY INC,57131,W. ALAN MCCOLLOUGH,f,2008-07-03,2022-07-20
"LEE ENTERPRISES, Inc",58361,ANDREW E. NEWMAN,f,2008-01-10,2016-01-08
"LEE ENTERPRISES, Inc",58361,BRENT MAGID,f,2011-01-13,2024-01-12
"LEE ENTERPRISES, Inc",58361,BRENT M. MAGID,f,2020-01-13,2025-01-16
"LEE ENTERPRISES, Inc",58361,DAVID T. PEARSON,t,2020-01-13,2024-01-12
"LEE ENTERPRISES, Inc",58361,GORDON D. PRICHETT,t,2008-01-10,2012-02-06
"LEE ENTERPRISES, Inc",58361,GREGORY P. SCHERMER,t,2008-01-10,2024-01-12
"LEE ENTERPRISES, Inc",58361,HERBERT W. MOLONEY III,f,2008-01-10,2025-01-16
"LEE ENTERPRISES, Inc",58361,JONATHON F. MILLER,t,2025-01-16,2025-01-16
"LEE ENTERPRISES, Inc",58361,KEVIN D. MOWBRAY,t,2016-01-08,2025-01-16
"LEE ENTERPRISES, Inc",58361,LEONARD J. ELMORE,f,2008-01-10,2018-01-12
"LEE ENTERPRISES, Inc",58361,MADELINE E. MCINTOSH,t,2025-01-16,2025-01-16
"LEE ENTERPRISES, Inc",58361,MARGARET R. LIBERMAN,f,2020-01-13,2025-01-16
"LEE ENTERPRISES, Inc",58361,MARK B. VITTERT,f,2008-01-10,2016-01-08
"LEE ENTERPRISES, Inc",58361,MARY E. JUNCK,f,2008-01-10,2025-01-16
"LEE ENTERPRISES, Inc",58361,NANCY S. DONOVAN,f,2008-01-10,2018-01-12
"LEE ENTERPRISES, Inc",58361,RICHARD R. COLE,f,2008-01-10,2020-01-13
"LEE ENTERPRISES, Inc",58361,SHAUN E. MCALMONT,t,2025-01-16,2025-01-16
"LEE ENTERPRISES, Inc",58361,SHAUN MCALMONT,t,2023-03-03,2024-01-12
"LEE ENTERPRISES, Inc",58361,STEVEN C. FLETCHER,t,2020-01-13,2025-01-16
"LEE ENTERPRISES, Inc",58361,WILLIAM E. MAYER,f,2008-01-10,2020-01-13
"Lee Pharmaceuticals, Inc.",58411,DR. HENRY L. LEE,f,2001-01-30,2005-01-24
"Lee Pharmaceuticals, Inc.",58411,RONALD G. LEE,f,2001-01-30,2005-01-24
"Lee Pharmaceuticals, Inc.",58411,WILLIAM M. CALDWELL IV,t,2001-01-30,2005-01-24
LEGGETT & PLATT INC,58492,ANGELA BARBEE,t,2023-03-23,2025-03-26
LEGGETT & PLATT INC,58492,JAI SHAH,f,2023-03-23,2025-03-26
LEGGETT & PLATT INC,58492,J. MITCHELL DOLLOFF,f,2023-03-23,2024-03-28
LEGGETT & PLATT INC,58492,JOSEPH W. MCCLANATHAN,f,2023-03-23,2025-03-26
LEGGETT & PLATT INC,58492,KARL G. GLASSMAN,f,2023-03-23,2025-03-26
LEGGETT & PLATT INC,58492,MANUEL A. FERNANDEZ,t,2023-03-23,2024-03-28
LEGGETT & PLATT INC,58492,MARK A. BLINN,f,2023-03-23,2024-03-28
LEGGETT & PLATT INC,58492,MARY CAMPBELL,f,2023-03-23,2025-03-26
LEGGETT & PLATT INC,58492,PHOEBE A. WOOD,f,2023-03-23,2025-03-26
LEGGETT & PLATT INC,58492,ROBERT E. BRUNNER,f,2023-03-23,2025-03-26
LEGGETT & PLATT INC,58492,SRIKANTH PADMANABHAN,t,2023-03-23,2025-03-26
LEVI STRAUSS & CO,94845,ARTEMIS PATRICK,f,2025-03-12,2025-03-12
LEVI STRAUSS & CO,94845,CHARLES (“CHIP”) V. BERGH,f,2022-03-08,2024-03-14
LEVI STRAUSS & CO,94845,CHARLES V. BERGH,f,2020-02-27,2020-02-27
LEVI STRAUSS & CO,94845,CHRISTOPHER J. MCCORMICK,f,2020-02-27,2024-03-14
LEVI STRAUSS & CO,94845,CHRISTOPHER MCCORMICK,f,2025-03-12,2025-03-12
LEVI STRAUSS & CO,94845,DAVID A. FRIEDMAN,f,2020-02-27,2024-03-14
LEVI STRAUSS & CO,94845,DAVID FRIEDMAN,f,2025-03-12,2025-03-12
LEVI STRAUSS & CO,94845,DAVID MARBERGER,f,2024-03-14,2025-03-12
LEVI STRAUSS & CO,94845,ELLIOTT RODGERS,t,2021-03-09,2025-03-12
LEVI STRAUSS & CO,94845,JENNY MING,f,2020-02-27,2025-03-12
LEVI STRAUSS & CO,94845,JILL BERAUD,f,2020-02-27,2025-03-12
LEVI STRAUSS & CO,94845,JOSHUA E. PRIME,f,2020-02-27,2024-03-14
LEVI STRAUSS & CO,94845,JOSHUA PRIME,f,2025-03-12,2025-03-12
LEVI STRAUSS & CO,94845,MICHELLE GASS,f,2023-03-07,2025-03-12
LEVI STRAUSS & CO,94845,PATRICIA SALAS PINEDA,f,2020-02-27,2023-03-07
LEVI STRAUSS & CO,94845,ROBERT A. ECKERT,f,2020-02-27,2024-03-14
LEVI STRAUSS & CO,94845,ROBERT ECKERT,f,2025-03-12,2025-03-12
LEVI STRAUSS & CO,94845,SPENCER C. FLEISCHER,f,2020-02-27,2024-03-14
LEVI STRAUSS & CO,94845,SPENCER FLEISCHER,f,2025-03-12,2025-03-12
LEVI STRAUSS & CO,94845,STEPHEN C. NEAL,f,2020-02-27,2021-03-09
LEVI STRAUSS & CO,94845,TROY ALSTEAD,f,2020-02-27,2025-03-12
LEVI STRAUSS & CO,94845,TROY M. ALSTEAD,f,2022-03-08,2024-03-14
LEVI STRAUSS & CO,94845,YAEL GARTEN,t,2020-02-27,2025-03-12
LGL GROUP INC,61004,ANTHONY R. PUSTORINO,f,2007-07-17,2009-05-22
LGL GROUP INC,61004,"ANTHONY R. PUSTORINO, CPA",f,2002-04-01,2008-05-27
LGL GROUP INC,61004,ANTHONY T. CASTOR III,f,2001-04-20,2001-04-20
LGL GROUP INC,61004,ANTONIO VISCONTI,t,2014-09-24,2018-09-14
LGL GROUP INC,61004,AVRUM GRAY,t,2001-04-20,2009-05-22
LGL GROUP INC,61004,BEL LAZAR,f,2019-09-30,2021-12-06
LGL GROUP INC,61004,DARLENE DEREMER,f,2023-11-07,2024-10-07
LGL GROUP INC,61004,DONALD H. HUNTER,f,2013-11-12,2021-12-06
LGL GROUP INC,61004,E. VAL CERUTTI,t,2001-04-20,2009-05-22
LGL GROUP INC,61004,"FREDERIC V. SALERNO, JR.",f,2016-04-29,2018-09-14
